ukprn,uni,year,female,male,unknown,total,change,lat,lon
10007151,The University of Lincoln,2020,"8,875","7,540",5,16425,550,53.22871,-0.54864103
10007151,The University of Lincoln,2021,"9,570","7,975",20,17565,1140,53.22871,-0.54864103
10007151,The University of Lincoln,2022,"9,890","7,980",105,17975,410,53.22871,-0.54864103
10007151,The University of Lincoln,2023,"11,195","8,450",70,19710,1735,53.22871,-0.54864103
10006842,The University of Liverpool,2015,"12,175","10,540",0,22715,,53.380314,-2.9764309
10006842,The University of Liverpool,2016,"13,500","11,275",0,24775,2060,53.380314,-2.9764309
10006842,The University of Liverpool,2017,"14,900","12,230",0,27130,2355,53.380314,-2.9764309
10006842,The University of Liverpool,2018,"15,855","12,940",0,28795,1665,53.380314,-2.9764309
10006842,The University of Liverpool,2019,"16,255","13,445",0,29695,900,53.380314,-2.9764309
10006842,The University of Liverpool,2020,"16,275","13,325",0,29600,-95,53.380314,-2.9764309
10006842,The University of Liverpool,2021,"15,995","13,190",0,29185,-415,53.380314,-2.9764309
10006842,The University of Liverpool,2022,"15,810","12,870",0,28680,-505,53.380314,-2.9764309
10006842,The University of Liverpool,2023,"16,585","13,370",5,29955,1275,53.380314,-2.9764309
10007798,The University of Manchester,2015,"20,310","18,280",0,38590,,53.467926,-2.2332239
10007798,The University of Manchester,2016,"21,020","18,685",0,39700,1110,53.467926,-2.2332239
10007798,The University of Manchester,2017,"21,630","18,860",0,40490,790,53.467926,-2.2332239
10007798,The University of Manchester,2018,"21,490","18,650",0,40140,-350,53.467926,-2.2332239
10007798,The University of Manchester,2019,"21,920","18,330",0,40250,110,53.467926,-2.2332239
10007798,The University of Manchester,2020,"22,350","18,135",0,40485,235,53.467926,-2.2332239
10007798,The University of Manchester,2021,"25,075","19,555",0,44635,4150,53.467926,-2.2332239
10007798,The University of Manchester,2022,"26,305","20,095",10,46410,1775,53.467926,-2.2332239
10007798,The University of Manchester,2023,"26,720","20,115",30,46860,450,53.467926,-2.2332239
10007138,The University of Northampton,2015,"8,390","4,895",0,13285,,52.271992,-0.88310301
10007138,The University of Northampton,2016,"8,230","4,755",0,12985,-300,52.271992,-0.88310301
10007138,The University of Northampton,2017,"8,200","4,645",0,12850,-135,52.271992,-0.88310301
10007138,The University of Northampton,2018,"7,755","4,220",0,11975,-875,52.271992,-0.88310301
10007138,The University of Northampton,2019,"7,770","4,315",0,12085,110,52.271992,-0.88310301
10007138,The University of Northampton,2020,"7,510","4,550",0,12060,-25,52.271992,-0.88310301
10007138,The University of Northampton,2021,"8,675","5,365",5,14040,1980,52.271992,-0.88310301
10007138,The University of Northampton,2022,"10,095","6,000",10,16100,2060,52.271992,-0.88310301
10007138,The University of Northampton,2023,"10,855","6,140",5,17000,900,52.271992,-0.88310301
10007774,The University of Oxford,2015,"12,510","13,465",25,26005,,51.758038,-1.26201
10007774,The University of Oxford,2016,"11,775","13,065",20,24860,-1145,51.758038,-1.26201
10007774,The University of Oxford,2017,"11,560","13,080",10,24650,-210,51.758038,-1.26201
10007774,The University of Oxford,2018,"11,865","13,030",20,24915,265,51.758038,-1.26201
10007774,The University of Oxford,2019,"12,290","13,080",15,25390,475,51.758038,-1.26201
10007774,The University of Oxford,2020,"12,855","13,040",15,25910,520,51.758038,-1.26201
10007774,The University of Oxford,2021,"13,810","13,320",20,27150,1240,51.758038,-1.26201
10007774,The University of Oxford,2022,"14,115","13,145",35,27290,140,51.758038,-1.26201
10007774,The University of Oxford,2023,"14,265","13,055",20,27340,50,51.758038,-1.26201
10007155,The University of Portsmouth,2015,"9,560","12,065",0,21625,,50.795189,-1.093628
10007155,The University of Portsmouth,2016,"9,830","12,230",0,22060,435,50.795189,-1.093628
10007155,The University of Portsmouth,2017,"10,485","13,015",0,23505,1445,50.795189,-1.093628
10007155,The University of Portsmouth,2018,"11,150","13,245",0,24395,890,50.795189,-1.093628
10007155,The University of Portsmouth,2019,"11,720","13,795",0,25515,1120,50.795189,-1.093628
10007155,The University of Portsmouth,2020,"12,295","14,480",0,26775,1260,50.795189,-1.093628
10007155,The University of Portsmouth,2021,"13,065","15,200",15,28280,1505,50.795189,-1.093628
10007155,The University of Portsmouth,2022,"12,270","14,200",35,26500,-1780,50.795189,-1.093628
10007155,The University of Portsmouth,2023,"12,465","13,665",30,26160,-340,50.795189,-1.093628
10007802,The University of Reading,2015,"8,040","6,285",0,14325,,51.457626,-0.94563597
10007802,The University of Reading,2016,"8,515","6,460",5,14980,655,51.457626,-0.94563597
10007802,The University of Reading,2017,"9,025","6,805",5,15840,860,51.457626,-0.94563597
10007802,The University of Reading,2018,"9,705","7,285",10,16995,1155,51.457626,-0.94563597
10007802,The University of Reading,2019,"9,960","7,835",10,17805,810,51.457626,-0.94563597
10007802,The University of Reading,2020,"10,240","8,475",15,18735,930,51.457626,-0.94563597
10007802,The University of Reading,2021,"10,725","9,230",20,19980,1245,51.457626,-0.94563597
10007802,The University of Reading,2022,"10,490","8,885",15,19390,-590,51.457626,-0.94563597
10007802,The University of Reading,2023,"10,290","8,830",365,19485,95,51.457626,-0.94563597
10007156,The University of Salford,2015,"9,970","8,950",0,18920,,53.483486,-2.2706511
10007156,The University of Salford,2016,"10,945","9,575",0,20520,1600,53.483486,-2.2706511
10007156,The University of Salford,2017,"10,855","9,105",40,19995,-525,53.483486,-2.2706511
10007156,The University of Salford,2018,"11,010","9,240",40,20290,295,53.483486,-2.2706511
10007156,The University of Salford,2019,"11,325","9,455",35,20815,525,53.483486,-2.2706511
10007156,The University of Salford,2020,"11,740","9,730",30,21500,685,53.483486,-2.2706511
10007156,The University of Salford,2021,"13,105","10,800",50,23955,2455,53.483486,-2.2706511
10007156,The University of Salford,2022,"14,015","11,170",NA,25415,1460,53.483486,-2.2706511
10007156,The University of Salford,2023,"14,715","11,205",335,26260,845,53.483486,-2.2706511
10007157,The University of Sheffield,2015,"13,950","13,250",0,27195,,53.381363,-1.48853
10007157,The University of Sheffield,2016,"14,275","13,650",0,27925,730,53.381363,-1.48853
10007157,The University of Sheffield,2017,"14,665","14,050",0,28715,790,53.381363,-1.48853
10007157,The University of Sheffield,2018,"15,595","14,085",0,29675,960,53.381363,-1.48853
10007157,The University of Sheffield,2019,"16,000","14,190",5,30195,520,53.381363,-1.48853
10007157,The University of Sheffield,2020,"16,050","13,990",15,30055,-140,53.381363,-1.48853
10007157,The University of Sheffield,2021,"16,330","14,250",25,30605,550,53.381363,-1.48853
10007157,The University of Sheffield,2022,"16,525","14,295",45,30860,255,53.381363,-1.48853
10007157,The University of Sheffield,2023,"16,680","14,735",60,31475,615,53.381363,-1.48853
10007158,The University of Southampton,2015,"12,840","10,955",0,23795,,50.934097,-1.395714
10007158,The University of Southampton,2016,"13,295","11,580",0,24875,1080,50.934097,-1.395714
10007158,The University of Southampton,2017,"13,460","11,720",0,25180,305,50.934097,-1.395714
10007158,The University of Southampton,2018,"13,175","11,445",0,24625,-555,50.934097,-1.395714
10007158,The University of Southampton,2019,"12,090","10,625",0,22715,-1910,50.934097,-1.395714
10007158,The University of Southampton,2020,"12,100","10,565",0,22665,-50,50.934097,-1.395714
10007158,The University of Southampton,2021,"11,205","10,190",5,21395,-1270,50.934097,-1.395714
10007158,The University of Southampton,2022,"12,675","11,110",10,23795,2400,50.934097,-1.395714
10007158,The University of Southampton,2023,"14,150","11,795",10,25955,2160,50.934097,-1.395714
10007804,The University of Stirling,2015,"6,990","4,110",0,11100,,56.145462,-3.920023
10007804,The University of Stirling,2016,"7,435","4,405",0,11840,740,56.145462,-3.920023
10007804,The University of Stirling,2017,"7,720","4,350",0,12065,225,56.145462,-3.920023
10007804,The University of Stirling,2018,"8,080","4,500",0,12585,520,56.145462,-3.920023
10007804,The University of Stirling,2019,"8,020","4,480",10,12510,-75,56.145462,-3.920023
10007804,The University of Stirling,2020,"8,075","4,440",20,12540,30,56.145462,-3.920023
10007804,The University of Stirling,2021,"9,030","5,340",40,14410,1870,56.145462,-3.920023
10007804,The University of Stirling,2022,"9,130","5,710",55,14895,485,56.145462,-3.920023
10007804,The University of Stirling,2023,"8,035","5,315",40,13390,-1505,56.145462,-3.920023
10007805,The University of Strathclyde,2015,"10,710","10,420",80,21210,,55.861252,-4.2447062
10007805,The University of Strathclyde,2016,"10,910","10,510",50,21470,260,55.861252,-4.2447062
10007805,The University of Strathclyde,2017,"11,775","11,125",55,22955,1485,55.861252,-4.2447062
10007805,The University of Strathclyde,2018,"11,345","10,885",65,22295,-660,55.861252,-4.2447062
10007805,The University of Strathclyde,2019,"11,690","10,885",70,22640,345,55.861252,-4.2447062
10007805,The University of Strathclyde,2020,"12,510","11,750",70,24330,1690,55.861252,-4.2447062
10007805,The University of Strathclyde,2021,"12,615","11,760",75,24450,120,55.861252,-4.2447062
10007805,The University of Strathclyde,2022,"13,270","12,365",85,25715,1265,55.861252,-4.2447062
10007805,The University of Strathclyde,2023,"12,855","11,815",185,24860,-855,55.861252,-4.2447062
10007159,The University of Sunderland,2015,"7,500","6,195",0,13695,,54.904457,-1.390973
10007159,The University of Sunderland,2016,"7,365","5,630",5,12995,-700,54.904457,-1.390973
10007159,The University of Sunderland,2017,"7,490","5,520",5,13020,25,54.904457,-1.390973
10007159,The University of Sunderland,2018,"8,200","5,865",5,14070,1050,54.904457,-1.390973
10007159,The University of Sunderland,2019,"8,850","5,845",10,14705,635,54.904457,-1.390973
10007159,The University of Sunderland,2020,"9,555","6,180",5,15740,1035,54.904457,-1.390973
10007159,The University of Sunderland,2021,"11,340","7,120",35,18490,2750,54.904457,-1.390973
10007159,The University of Sunderland,2022,"12,225","7,710",40,19975,1485,54.904457,-1.390973
10007159,The University of Sunderland,2023,"13,030","8,290",35,21350,1375,54.904457,-1.390973
10007160,The University of Surrey,2015,"8,075","6,225",0,14300,,51.242573,-0.587946
10007160,The University of Surrey,2016,"8,370","6,680",0,15050,750,51.242573,-0.587946
10007160,The University of Surrey,2017,"8,970","7,090",0,16065,1015,51.242573,-0.587946
10007160,The University of Surrey,2018,"9,290","7,650",5,16945,880,51.242573,-0.587946
10007160,The University of Surrey,2019,"9,150","7,660",5,16815,-130,51.242573,-0.587946
10007160,The University of Surrey,2020,"9,055","7,935",5,16990,175,51.242573,-0.587946
10007160,The University of Surrey,2021,"8,935","7,620",10,16565,-425,51.242573,-0.587946
10007160,The University of Surrey,2022,"8,610","6,950",15,15575,-990,51.242573,-0.587946
10007160,The University of Surrey,2023,"8,620","6,995",30,15645,70,51.242573,-0.587946
10007806,The University of Sussex,2015,"7,405","6,130",0,13535,,50.864471,-0.087076001
10007806,The University of Sussex,2016,"8,275","6,875",10,15155,1620,50.864471,-0.087076001
10007806,The University of Sussex,2017,"9,025","7,650",10,16685,1530,50.864471,-0.087076001
10007806,The University of Sussex,2018,"9,805","7,980",10,17800,1115,50.864471,-0.087076001
10007806,The University of Sussex,2019,"10,610","8,535",10,19155,1355,50.864471,-0.087076001
10007806,The University of Sussex,2020,"10,785","8,595",15,19395,240,50.864471,-0.087076001
10007806,The University of Sussex,2021,"10,760","8,635",20,19415,20,50.864471,-0.087076001
10007806,The University of Sussex,2022,"11,015","8,820",30,19865,450,50.864471,-0.087076001
10007806,The University of Sussex,2023,"11,100","8,910",20,20035,170,50.864471,-0.087076001
10007163,The University of Warwick,2015,"11,835","11,830",20,23685,,52.385574,-1.564787
10007163,The University of Warwick,2016,"12,520","12,115",35,24665,980,52.385574,-1.564787
10007163,The University of Warwick,2017,"12,540","12,455",50,25045,380,52.385574,-1.564787
10007163,The University of Warwick,2018,"12,860","12,805",40,25705,660,52.385574,-1.564787
10007163,The University of Warwick,2019,"13,195","12,805",80,26080,375,52.385574,-1.564787
10007163,The University of Warwick,2020,"13,595","13,110",125,26825,745,52.385574,-1.564787
10007163,The University of Warwick,2021,"14,115","13,790",205,28110,1285,52.385574,-1.564787
10007163,The University of Warwick,2022,"14,285","14,260",NA,28825,715,52.385574,-1.564787
10007163,The University of Warwick,2023,"14,490","14,290",295,29075,250,52.385574,-1.564787
10007165,The University of Westminster,2015,"12,125","8,340",0,20465,,51.516792,-0.14336701
10007165,The University of Westminster,2016,"11,955","8,240",0,20195,-270,51.516792,-0.14336701
10007165,The University of Westminster,2017,"11,675","7,980",0,19650,-545,51.516792,-0.14336701
10007165,The University of Westminster,2018,"11,495","7,745",0,19245,-405,51.516792,-0.14336701
10007165,The University of Westminster,2019,"11,245","7,635",0,18885,-360,51.516792,-0.14336701
10007165,The University of Westminster,2020,"11,650","7,815",5,19470,585,51.516792,-0.14336701
10007165,The University of Westminster,2021,"11,615","8,060",5,19680,210,51.516792,-0.14336701
10007165,The University of Westminster,2022,"12,165","8,740",10,20915,1235,51.516792,-0.14336701
10007165,The University of Westminster,2023,"12,640","9,140",25,21805,890,51.516792,-0.14336701
10003614,The University of Winchester,2015,"5,050","2,435",0,7485,,51.060001,-1.32674
10003614,The University of Winchester,2016,"5,100","2,435",5,7540,55,51.060001,-1.32674
10003614,The University of Winchester,2017,"5,075","2,455",10,7540,0,51.060001,-1.32674
10003614,The University of Winchester,2018,"5,135","2,440",10,7585,45,51.060001,-1.32674
10003614,The University of Winchester,2019,"5,170","2,580",20,7770,185,51.060001,-1.32674
10003614,The University of Winchester,2020,"5,305","2,660",35,8000,230,51.060001,-1.32674
10003614,The University of Winchester,2021,"5,350","2,815",65,8230,230,51.060001,-1.32674
10003614,The University of Winchester,2022,"5,515","2,660",105,8280,50,51.060001,-1.32674
10003614,The University of Winchester,2023,"5,335","2,615",110,8065,-215,51.060001,-1.32674
10007166,The University of Wolverhampton,2015,"11,245","7,815",0,19065,,52.587528,-2.1280601
10007166,The University of Wolverhampton,2016,"11,970","7,815",0,19790,725,52.587528,-2.1280601
10007166,The University of Wolverhampton,2017,"12,115","7,445",0,19560,-230,52.587528,-2.1280601
10007166,The University of Wolverhampton,2018,"12,435","7,190",5,19630,70,52.587528,-2.1280601
10007166,The University of Wolverhampton,2019,"11,960","6,960",5,18925,-705,52.587528,-2.1280601
10007166,The University of Wolverhampton,2020,"11,760","7,100",10,18875,-50,52.587528,-2.1280601
10007166,The University of Wolverhampton,2021,"12,210","7,075",15,19295,420,52.587528,-2.1280601
10007166,The University of Wolverhampton,2022,"13,320","6,905",25,20250,955,52.587528,-2.1280601
10007166,The University of Wolverhampton,2023,"13,400","6,775",30,20200,-50,52.587528,-2.1280601
10007167,The University of York,2015,"9,500","7,330",5,16835,,53.948277,-1.0516731
10007167,The University of York,2016,"9,730","7,420",5,17155,320,53.948277,-1.0516731
10007167,The University of York,2017,"10,025","7,865",10,17900,745,53.948277,-1.0516731
10007167,The University of York,2018,"10,695","8,115",15,18825,925,53.948277,-1.0516731
10007167,The University of York,2019,"10,975","8,480",15,19470,645,53.948277,-1.0516731
10007167,The University of York,2020,"11,035","8,735",20,19790,320,53.948277,-1.0516731
10007167,The University of York,2021,"12,615","10,050",30,22695,2905,53.948277,-1.0516731
10007167,The University of York,2022,"13,205","10,180",40,23420,725,53.948277,-1.0516731
10007167,The University of York,2023,"12,705","9,750",50,22510,-910,53.948277,-1.0516731
10007800,The University of the West of Scotland,2015,"9,195","5,535",0,14730,,55.843315,-4.4297819
10007800,The University of the West of Scotland,2016,"9,805","5,735",10,15555,825,55.843315,-4.4297819
10007800,The University of the West of Scotland,2017,"10,190","5,755",10,15955,400,55.843315,-4.4297819
10007800,The University of the West of Scotland,2018,"10,650","5,770",10,16435,480,55.843315,-4.4297819
10007800,The University of the West of Scotland,2019,"10,825","6,180",20,17025,590,55.843315,-4.4297819
10007800,The University of the West of Scotland,2020,"10,545","5,560",5,16105,-920,55.843315,-4.4297819
10007800,The University of the West of Scotland,2021,"11,425","6,355",NA,17935,1830,55.843315,-4.4297819
10007800,The University of the West of Scotland,2022,"12,545","7,495",30,20070,2135,55.843315,-4.4297819
10007800,The University of the West of Scotland,2023,"12,135","7,405",10,19555,-515,55.843315,-4.4297819
10008017,Trinity Laban Conservatoire of Music and Dance,2015,595,365,0,960,,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2016,615,370,0,985,25,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2017,625,390,0,1015,30,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2018,705,375,0,1080,65,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2019,790,400,0,1195,115,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2020,830,415,0,1250,55,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2021,835,410,0,1245,-5,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2022,890,455,0,1340,95,51.483585,-0.007198
10008017,Trinity Laban Conservatoire of Music and Dance,2023,780,440,5,1230,-110,51.483585,-0.007198
10000712,University College Birmingham,2015,"3,345","1,510",0,4855,,52.481838,-1.905939
10000712,University College Birmingham,2016,"3,535","1,490",0,5025,170,52.481838,-1.905939
10000712,University College Birmingham,2017,"3,465","1,465",0,4935,-90,52.481838,-1.905939
10000712,University College Birmingham,2018,"3,450","1,495",0,4945,10,52.481838,-1.905939
10000712,University College Birmingham,2019,"3,345","1,555",0,4905,-40,52.481838,-1.905939
10000712,University College Birmingham,2020,"3,310","1,620",0,4930,25,52.481838,-1.905939
10000712,University College Birmingham,2021,"3,525","1,735",5,5270,340,52.481838,-1.905939
10000712,University College Birmingham,2022,"3,370","1,795",5,5170,-100,52.481838,-1.905939
10000712,University College Birmingham,2023,"3,835","2,650",5,6490,1320,52.481838,-1.905939
10007784,University College London,2015,"16,220","13,725",0,29945,,51.523567,-0.132424
10007784,University College London,2016,"21,410","15,725",0,37135,7190,51.523567,-0.132424
10007784,University College London,2017,"21,855","16,065",0,37915,780,51.523567,-0.132424
10007784,University College London,2018,"23,370","16,645",0,40015,2100,51.523567,-0.132424
10007784,University College London,2019,"24,285","16,735",5,41025,1010,51.523567,-0.132424
10007784,University College London,2020,"24,730","16,655",15,41400,375,51.523567,-0.132424
10007784,University College London,2021,"27,120","18,555",35,45715,4315,51.523567,-0.132424
10007784,University College London,2022,"28,455","18,325",50,46830,1115,51.523567,-0.132424
10007784,University College London,2023,"31,860","19,855",95,51810,4980,51.523567,-0.132424
10007152,University of Bedfordshire,2015,"9,245","6,410",0,15655,,51.87825,-0.41153899
10007152,University of Bedfordshire,2016,"8,915","5,485",0,14400,-1255,51.87825,-0.41153899
10007152,University of Bedfordshire,2017,"8,720","5,280",0,14000,-400,51.87825,-0.41153899
10007152,University of Bedfordshire,2018,"7,940","4,805",0,12745,-1255,51.87825,-0.41153899
10007152,University of Bedfordshire,2019,"8,420","5,510",0,13930,1185,51.87825,-0.41153899
10007152,University of Bedfordshire,2020,"9,730","7,045",0,16775,2845,51.87825,-0.41153899
10007152,University of Bedfordshire,2021,"10,510","7,465",5,17980,1205,51.87825,-0.41153899
10007152,University of Bedfordshire,2022,"9,895","6,510",20,16430,-1550,51.87825,-0.41153899
10007152,University of Bedfordshire,2023,"9,015","5,650",30,14695,-1735,51.87825,-0.41153899
10007842,University of Cumbria,2015,"6,220","2,850",0,9065,,54.891163,-2.921417
10007842,University of Cumbria,2016,"6,020","2,770",0,8790,-275,54.891163,-2.921417
10007842,University of Cumbria,2017,"5,725","2,905",5,8635,-155,54.891163,-2.921417
10007842,University of Cumbria,2018,"5,150","2,425",5,7580,-1055,54.891163,-2.921417
10007842,University of Cumbria,2019,"5,055","2,525",15,7595,15,54.891163,-2.921417
10007842,University of Cumbria,2020,"5,230","2,695",20,7945,350,54.891163,-2.921417
10007842,University of Cumbria,2021,"6,050","3,200",30,9280,1335,54.891163,-2.921417
10007842,University of Cumbria,2022,"6,165","3,510",35,9705,425,54.891163,-2.921417
10007842,University of Cumbria,2023,"6,465","3,545",45,10055,350,54.891163,-2.921417
10007851,University of Derby,2015,"8,970","6,965",0,15935,,52.938526,-1.496681
10007851,University of Derby,2016,"9,230","7,070",0,16300,365,52.938526,-1.496681
10007851,University of Derby,2017,"9,935","7,645",0,17585,1285,52.938526,-1.496681
10007851,University of Derby,2018,"10,740","7,750",0,18490,905,52.938526,-1.496681
10007851,University of Derby,2019,"11,340","7,810",0,19145,655,52.938526,-1.496681
10007851,University of Derby,2020,"11,755","7,860",75,19685,540,52.938526,-1.496681
10007851,University of Derby,2021,"12,900","8,220",NA,21285,1600,52.938526,-1.496681
10007851,University of Derby,2022,"12,920","7,895",NA,20955,-330,52.938526,-1.496681
10007851,University of Derby,2023,"13,930","8,005",130,22070,1115,52.938526,-1.496681
10007143,University of Durham,2015,"9,490","8,110",0,17595,,54.768112,-1.571874
10007143,University of Durham,2016,"9,600","8,210",0,17810,215,54.768112,-1.571874
10007143,University of Durham,2017,"10,045","8,340",0,18385,575,54.768112,-1.571874
10007143,University of Durham,2018,"10,010","8,320",0,18330,-55,54.768112,-1.571874
10007143,University of Durham,2019,"10,250","8,775",0,19025,695,54.768112,-1.571874
10007143,University of Durham,2020,"10,560","8,955",5,19520,495,54.768112,-1.571874
10007143,University of Durham,2021,"11,065","9,575",5,20645,1125,54.768112,-1.571874
10007143,University of Durham,2022,"12,015","10,215",5,22230,1585,54.768112,-1.571874
10007143,University of Durham,2023,"12,065","10,295",5,22365,135,54.768112,-1.571874
10007145,University of Gloucestershire,2015,"4,530","3,325",0,7855,,51.887497,-2.088788
10007145,University of Gloucestershire,2016,"4,585","3,250",0,7835,-20,51.887497,-2.088788
10007145,University of Gloucestershire,2017,"4,940","3,565",5,8505,670,51.887497,-2.088788
10007145,University of Gloucestershire,2018,"4,940","3,540",10,8490,-15,51.887497,-2.088788
10007145,University of Gloucestershire,2019,"4,835","3,405",20,8255,-235,51.887497,-2.088788
10007145,University of Gloucestershire,2020,"4,735","3,150",30,7915,-340,51.887497,-2.088788
10007145,University of Gloucestershire,2021,"4,860","3,290",40,8190,275,51.887497,-2.088788
10007145,University of Gloucestershire,2022,"4,965","3,235",15,8210,20,51.887497,-2.088788
10007145,University of Gloucestershire,2023,"5,060","3,305",25,8390,180,51.887497,-2.088788
10007147,University of Hertfordshire,2015,"14,205","10,675",0,24880,,51.753128,-0.24097501
10007147,University of Hertfordshire,2016,"14,125","10,530",0,24655,-225,51.753128,-0.24097501
10007147,University of Hertfordshire,2017,"14,090","10,220",0,24310,-345,51.753128,-0.24097501
10007147,University of Hertfordshire,2018,"14,025","10,375",0,24400,90,51.753128,-0.24097501
10007147,University of Hertfordshire,2019,"14,010","10,270",0,24280,-120,51.753128,-0.24097501
10007147,University of Hertfordshire,2020,"14,065","11,455",0,25520,1240,51.753128,-0.24097501
10007147,University of Hertfordshire,2021,"15,975","14,125",0,30100,4580,51.753128,-0.24097501
10007147,University of Hertfordshire,2022,"16,255","15,690",0,31940,1840,51.753128,-0.24097501
10007147,University of Hertfordshire,2023,"16,370","16,690","1,225",34285,2345,51.753128,-0.24097501
10007797,University of London (Institutes and activities),2015,135,100,0,235,,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2016,110,85,0,195,-40,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2017,125,85,0,210,15,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2018,130,95,0,225,15,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2019,155,90,0,245,20,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2020,210,120,0,330,85,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2021,"2,775","3,265",5,6045,5715,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2022,"2,020","2,195",5,4220,-1825,51.520641,-0.12872399
10007797,University of London (Institutes and activities),2023,"1,530","1,745",5,3275,-945,51.520641,-0.12872399
10001282,University of Northumbria at Newcastle,2015,"15,135","11,940",0,27075,,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2016,"15,155","12,010",5,27165,90,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2017,"14,830","11,835",5,26675,-490,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2018,"14,815","11,820",10,26645,-30,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2019,"14,535","11,905",10,26450,-195,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2020,"14,850","13,465",10,28325,1875,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2021,"16,860","14,985",20,31860,3535,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2022,"17,685","14,860",25,32570,710,54.976898,-1.6075751
10001282,University of Northumbria at Newcastle,2023,"17,625","14,920",20,32565,-5,54.976898,-1.6075751
10007154,University of Nottingham,2015,"17,515","14,395",0,31910,,52.938183,-1.19438
10007154,University of Nottingham,2016,"17,570","14,540",10,32125,215,52.938183,-1.19438
10007154,University of Nottingham,2017,"17,800","14,700",10,32515,390,52.938183,-1.19438
10007154,University of Nottingham,2018,"18,030","15,060",10,33100,585,52.938183,-1.19438
10007154,University of Nottingham,2019,"18,265","15,270",10,33540,440,52.938183,-1.19438
10007154,University of Nottingham,2020,"19,080","15,670",90,34840,1300,52.938183,-1.19438
10007154,University of Nottingham,2021,"19,350","16,300",NA,35785,945,52.938183,-1.19438
10007154,University of Nottingham,2022,"20,495","16,640",125,37260,1475,52.938183,-1.19438
10007154,University of Nottingham,2023,"21,110","16,585",190,37890,630,52.938183,-1.19438
10007801,University of Plymouth,2015,"14,165","11,730",0,25895,,50.375328,-4.1387348
10007801,University of Plymouth,2016,"12,965","10,190",0,23155,-2740,50.375328,-4.1387348
10007801,University of Plymouth,2017,"12,305","9,340",0,21645,-1510,50.375328,-4.1387348
10007801,University of Plymouth,2018,"11,765","8,995",5,20765,-880,50.375328,-4.1387348
10007801,University of Plymouth,2019,"11,360","8,280",5,19645,-1120,50.375328,-4.1387348
10007801,University of Plymouth,2020,"10,870","7,530",10,18410,-1235,50.375328,-4.1387348
10007801,University of Plymouth,2021,"11,515","7,365",25,18905,495,50.375328,-4.1387348
10007801,University of Plymouth,2022,"11,800","7,175",120,19095,190,50.375328,-4.1387348
10007801,University of Plymouth,2023,"12,295","7,475",60,19830,735,50.375328,-4.1387348
10007793,University of South Wales,2015,"14,145","13,535",30,27710,,51.587624,-3.327445
10007793,University of South Wales,2016,"13,485","11,750",30,25265,-2445,51.587624,-3.327445
10007793,University of South Wales,2017,"12,760","10,660",45,23465,-1800,51.587624,-3.327445
10007793,University of South Wales,2018,"12,630","10,180",50,22860,-605,51.587624,-3.327445
10007793,University of South Wales,2019,"12,575","9,695",55,22330,-530,51.587624,-3.327445
10007793,University of South Wales,2020,"12,735","10,285",70,23090,760,51.587624,-3.327445
10007793,University of South Wales,2021,"12,770","10,315",65,23150,60,51.587624,-3.327445
10007793,University of South Wales,2022,"12,580","10,610",80,23270,120,51.587624,-3.327445
10007793,University of South Wales,2023,"13,960","11,770",450,26180,2910,51.587624,-3.327445
10037449,University of St Mark and St John,2015,"1,410","1,010",0,2420,,50.420864,-4.1107578
10037449,University of St Mark and St John,2016,"1,345","1,015",0,2365,-55,50.420864,-4.1107578
10037449,University of St Mark and St John,2017,"1,365","1,050",0,2415,50,50.420864,-4.1107578
10037449,University of St Mark and St John,2018,"1,355","1,280",0,2635,220,50.420864,-4.1107578
10037449,University of St Mark and St John,2019,"1,455","1,315",0,2770,135,50.420864,-4.1107578
10037449,University of St Mark and St John,2020,"1,410","1,335",0,2750,-20,50.420864,-4.1107578
10037449,University of St Mark and St John,2021,"1,670","1,380",0,3055,305,50.420864,-4.1107578
10037449,University of St Mark and St John,2022,"1,595","1,295",0,2890,-165,50.420864,-4.1107578
10037449,University of St Mark and St John,2023,"1,600","1,075",0,2680,-210,50.420864,-4.1107578
10007858,University of Wales Trinity Saint David,2015,"5,700","4,720",5,10425,,51.85836,-4.3287129
